0.1, -0.9, 0.000000
0.1, -0.89, 0.000000
0.1, -0.88, 0.000000
0.1, -0.87, 0.000000
0.1, -0.86, 0.000000
0.1, -0.85, 0.000000
0.1, -0.8400000000000001, 0.000000
0.1, -0.8300000000000001, 0.000000
0.1, -0.8200000000000001, 0.000000
0.1, -0.81, 0.000000
0.1, -0.8, 0.000000
0.1, -0.79, 0.000000
0.1, -0.78, 0.000000
0.1, -0.77, 0.000000
0.1, -0.76, 0.000000
0.1, -0.75, 0.000000
0.1, -0.74, 0.000000
0.1, -0.73, 0.000000
0.1, -0.72, 0.000000
0.1, -0.71, 0.000000
0.1, -0.7, 0.000000
0.1, -0.6900000000000001, 0.000000
0.1, -0.68, 0.000000
0.1, -0.67, 0.000000
0.1, -0.66, 0.000000
0.1, -0.65, 0.000000
0.1, -0.64, 0.000000
0.1, -0.63, 0.000000
0.1, -0.62, 0.000000
0.1, -0.6100000000000001, 0.000000
0.1, -0.6000000000000001, 0.000000
0.1, -0.5900000000000001, 0.000000
0.1, -0.5800000000000001, 0.000000
0.1, -0.5700000000000001, 0.000000
0.1, -0.56, 0.000000
0.1, -0.55, 0.000000
0.1, -0.54, 0.000000
0.1, -0.53, 0.000000
0.1, -0.52, 0.000000
0.1, -0.51, 0.000000
0.1, -0.5, 0.000000
0.1, -0.49, 0.000000
0.1, -0.48000000000000004, 0.000000
0.1, -0.47000000000000003, 0.000000
0.1, -0.46, 0.000000
0.1, -0.45, 0.000000
0.1, -0.44, 0.000000
0.1, -0.43, 0.000000
0.1, -0.42000000000000004, 0.000000
0.1, -0.41000000000000003, 0.000000
0.1, -0.4, 0.000000
0.1, -0.39, 0.000000
0.1, -0.38, 0.000000
0.1, -0.37, 0.000000
0.1, -0.36, 0.000000
0.1, -0.35, 0.000000
0.1, -0.33999999999999997, 0.000000
0.1, -0.32999999999999996, 0.000000
0.1, -0.32000000000000006, 0.000000
0.1, -0.31000000000000005, 0.000000
0.1, -0.30000000000000004, 0.000000
0.1, -0.29000000000000004, 0.000000
0.1, -0.28, 0.000000
0.1, -0.27, 0.000000
0.1, -0.26, 0.000000
0.1, -0.25, 0.000000
0.1, -0.24, 0.000000
0.1, -0.22999999999999998, 0.000000
0.1, -0.21999999999999997, 0.000000
0.1, -0.20999999999999996, 0.000000
0.1, -0.19999999999999996, 0.000000
0.1, -0.19000000000000006, 0.000000
0.1, -0.18000000000000005, 0.000000
0.1, -0.17000000000000004, 0.000000
0.1, -0.16000000000000003, 0.000000
0.1, -0.15000000000000002, 0.000000
0.1, -0.14, 0.000000
0.1, -0.13, 0.000000
0.1, -0.12, 0.000000
0.1, -0.10999999999999999, 0.000000
0.1, -0.09999999999999998, 0.000000
0.1, -0.08999999999999997, 0.000000
0.1, -0.07999999999999996, 0.000000
0.1, -0.06999999999999995, 0.000000
0.1, -0.06000000000000005, 0.000000
0.1, -0.050000000000000044, 0.000000
0.1, -0.040000000000000036, 0.000000
0.1, -0.030000000000000027, 0.000000
0.1, -0.020000000000000018, 0.000000
0.1, -0.010000000000000009, 0.000000
0.1, 0.0, 0.000000
0.1, 0.010000000000000009, 0.000000
0.1, 0.020000000000000018, 0.000000
0.1, 0.030000000000000027, 0.000000
0.1, 0.040000000000000036, 0.000000
0.1, 0.050000000000000044, 0.000000
0.1, 0.05999999999999994, 0.000000
0.1, 0.06999999999999995, 0.000000
0.1, 0.07999999999999996, 0.000000
0.1, 0.08999999999999997, 0.000000
0.1, 0.09999999999999998, 0.000000
0.1, 0.10999999999999999, 0.000000
0.1, 0.12, 0.000000
0.1, 0.13, 0.000000
0.1, 0.14, 0.000000
0.1, 0.15000000000000002, 0.000000
0.1, 0.16000000000000003, 0.000000
0.1, 0.17000000000000004, 0.000000
0.1, 0.18000000000000005, 0.000000
0.1, 0.19000000000000006, 0.000000
0.1, 0.20000000000000007, 0.000000
0.1, 0.21000000000000008, 0.000000
0.1, 0.22000000000000008, 0.000000
0.1, 0.2300000000000001, 0.000000
0.1, 0.2400000000000001, 0.000000
0.1, 0.2500000000000001, 0.000000
0.1, 0.2599999999999999, 0.000000
0.1, 0.2699999999999999, 0.000000
0.1, 0.2799999999999999, 0.000000
0.1, 0.2899999999999999, 0.000000
0.1, 0.29999999999999993, 0.000000
0.1, 0.30999999999999994, 0.000000
0.1, 0.31999999999999995, 0.000000
0.1, 0.32999999999999996, 0.000000
0.1, 0.33999999999999997, 0.000000
0.1, 0.35, 0.000000
0.1, 0.36, 0.000000
0.1, 0.37, 0.000000
0.1, 0.38, 0.000000
0.1, 0.39, 0.000000
0.1, 0.4, 0.000000
0.1, 0.41000000000000003, 0.000000
0.1, 0.42000000000000004, 0.000000
0.1, 0.43000000000000005, 0.000000
0.1, 0.44000000000000006, 0.000000
